,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
45348992,2014-07-29 15:30:02.0000002,6.0,2014-07-29 15:30:02 UTC,-73.982636,40.757145,-73.97510799999999,40.756003,1
2245109,2014-04-04 21:58:00.000000180,10.0,2014-04-04 21:58:00 UTC,-73.983478,40.767955,-73.969045,40.790737,1
42014902,2014-02-22 09:29:03.0000003,9.0,2014-02-22 09:29:03 UTC,-74.012288,40.701394,-73.997107,40.722165000000004,1
18517292,2014-05-07 16:12:00.00000049,7.5,2014-05-07 16:12:00 UTC,-74.008477,40.720557,-73.997263,40.725572,1
3747321,2014-05-29 19:23:57.0000001,5.0,2014-05-29 19:23:57 UTC,-73.971373,40.754978,-73.961338,40.756277000000004,1
465871,2014-03-02 14:04:58.0000002,38.83,2014-03-02 14:04:58 UTC,-74.001175,40.731640000000006,-73.87100799999999,40.774254,1
27825145,2014-07-15 19:37:00.0000006,10.0,2014-07-15 19:37:00 UTC,-73.95192800000001,40.777807,-73.9679,40.755697,1
42588217,2014-03-28 06:14:30.0000001,5.0,2014-03-28 06:14:30 UTC,-73.981224,40.748653999999995,-73.973061,40.756694,1
37403950,2014-10-04 18:03:00.00000027,22.5,2014-10-04 18:03:00 UTC,-73.95904,40.71673,-73.98604,40.75565,5
11982835,2014-01-29 21:46:00.00000037,9.5,2014-01-29 21:46:00 UTC,-73.977968,40.745667,-73.985232,40.76334,3
54512125,2014-05-23 15:21:51.0000005,7.0,2014-05-23 15:21:51 UTC,-74.009497,40.723484,-74.014882,40.71117,1
9497028,2014-07-09 15:00:00.000000124,26.33,2014-07-09 15:00:00 UTC,-74.00622299999999,40.741277000000004,-74.012008,40.67583,2
50812147,2014-03-13 08:40:00.000000143,10.0,2014-03-13 08:40:00 UTC,-74.008415,40.720447,-74.00341999999999,40.748815,1
54088174,2014-09-10 08:26:02.0000003,6.0,2014-09-10 08:26:02 UTC,-73.978942,40.752501,-73.98586,40.740949,1
21201219,2014-06-15 06:48:50.0000001,16.0,2014-06-15 06:48:50 UTC,-73.942319,40.754227,-73.992468,40.738115,1
51641458,2014-02-17 11:35:00.00000029,6.5,2014-02-17 11:35:00 UTC,-73.982698,40.762237,-73.980417,40.754042,3
1378798,2014-09-29 23:20:00.0000003,11.5,2014-09-29 23:20:00 UTC,-73.98881999999999,40.718740000000004,-73.95074,40.72582,1
50227745,2014-12-13 02:35:04.0000002,3.5,2014-12-13 02:35:04 UTC,-73.990336,40.718911999999996,-73.98901,40.721514,2
37988969,2014-09-21 18:15:00.00000098,19.0,2014-09-21 18:15:00 UTC,-73.98245,40.775267,-74.00240500000001,40.73445,4
10588094,2014-04-19 20:02:00.000000176,10.5,2014-04-19 20:02:00 UTC,-73.975595,40.74926,-73.987412,40.763632,1
8475845,2014-02-19 17:21:36.0000003,43.0,2014-02-19 17:21:36 UTC,-73.782002,40.644664,-73.920629,40.763044,1
1026227,2014-11-29 14:39:00.00000061,5.5,2014-11-29 14:39:00 UTC,-74.00218000000001,40.73957,-73.99155,40.7351,2
14075157,2014-02-19 17:06:57.0000003,16.5,2014-02-19 17:06:57 UTC,0.0,0.0,0.0,0.0,1
10106923,2014-11-14 21:03:58.0000003,6.5,2014-11-14 21:03:58 UTC,-73.97993100000001,40.750827,-73.995124,40.754703000000006,1
8630710,2014-06-18 12:37:19.0000002,27.0,2014-06-18 12:37:19 UTC,-73.980897,40.769571,-73.998365,40.721179,3
27561664,2014-07-15 19:57:00.00000072,7.0,2014-07-15 19:57:00 UTC,-73.98483,40.748045,-73.995267,40.730987,2
13113061,2014-04-15 13:15:46.0000002,8.5,2014-04-15 13:15:46 UTC,-73.973263,40.760977000000004,-73.964753,40.775518,4
10380374,2014-08-23 02:41:00.000000120,16.0,2014-08-23 02:41:00 UTC,-73.98321,40.73495,-73.95357,40.788012,2
16847961,2014-12-17 05:59:06.0000002,8.0,2014-12-17 05:59:06 UTC,-73.970437,40.796735999999996,-73.979589,40.777605,1
10747102,2014-01-17 11:09:00.000000110,15.5,2014-01-17 11:09:00 UTC,-73.99601,40.73284,-73.95493,40.76548,2
38637003,2014-09-26 09:08:00.00000040,4.5,2014-09-26 09:08:00 UTC,-73.988242,40.754127000000004,-73.991782,40.749732,1
52108178,2014-09-18 23:45:00.00000018,22.0,2014-09-18 23:45:00 UTC,-73.982667,40.762567,-73.988975,40.692525,1
12560854,2014-12-12 12:21:52.0000001,20.0,2014-12-12 12:21:52 UTC,-73.994146,40.756487,-73.953209,40.78829,1
20767860,2014-06-17 20:36:21.0000003,6.0,2014-06-17 20:36:21 UTC,-73.993284,40.724412,-73.99637,40.725584999999995,1
23427764,2014-10-09 14:08:00.000000135,9.0,2014-10-09 14:08:00 UTC,-73.99103199999999,40.760661999999996,-73.990542,40.74426,1
24564947,2014-01-09 15:44:36.0000003,7.5,2014-01-09 15:44:36 UTC,-74.002613,40.740025,-73.98435500000001,40.736992,1
40652762,2014-11-28 08:40:08.0000002,7.0,2014-11-28 08:40:08 UTC,-73.98824300000001,40.748504,-73.971179,40.764268,1
12918166,2014-02-15 17:42:14.0000004,8.0,2014-02-15 17:42:14 UTC,-73.983114,40.730748999999996,-73.96939,40.752817,1
35240226,2014-07-16 14:57:00.00000031,30.83,2014-07-16 14:57:00 UTC,-73.970098,40.762477000000004,-73.906882,40.768595,5
44421691,2014-12-27 16:57:00.00000014,5.0,2014-12-27 16:57:00 UTC,-73.95891999999999,40.763562,-73.957035,40.774091999999996,2
55251057,2014-03-14 00:06:00.000000141,20.5,2014-03-14 00:06:00 UTC,-74.001717,40.740792,-73.96814499999999,40.675112,2
21834246,2014-04-04 07:43:42.0000002,4.5,2014-04-04 07:43:42 UTC,-73.973683,40.755163,-73.976832,40.755461,1
2024684,2014-06-10 00:09:03.0000003,15.0,2014-06-10 00:09:03 UTC,-73.993792,40.720175,-73.928287,40.692878,2
50935180,2014-07-16 13:18:00.00000065,20.5,2014-07-16 13:18:00 UTC,-73.95313,40.786002,-73.997822,40.751197,1
14033530,2014-08-20 11:40:00.00000088,10.5,2014-08-20 11:40:00 UTC,-74.001722,40.715595,-73.97888,40.71994,1
15480606,2014-06-29 09:28:00.000000103,35.33,2014-06-29 09:28:00 UTC,-73.981155,40.781045,-73.87044200000001,40.773607,1
49018007,2014-08-09 15:02:59.0000004,14.0,2014-08-09 15:02:59 UTC,-73.988171,40.769606,-73.97726800000001,40.736354,1
841204,2014-10-23 08:31:00.00000037,9.0,2014-10-23 08:31:00 UTC,-73.987023,40.754191999999996,-73.978762,40.739461999999996,1
27026654,2014-01-21 18:15:00.00000030,3.5,2014-01-21 18:15:00 UTC,-73.981388,40.748895000000005,-73.981027,40.748597,1
23103081,2014-12-03 10:23:00.000000162,40.33,2014-12-03 10:23:00 UTC,-73.873232,40.774007,-73.987923,40.752262,1
22352589,2014-02-05 06:36:00.00000014,8.0,2014-02-05 06:36:00 UTC,-73.998662,40.745132,-74.015865,40.715146999999995,1
34551429,2014-04-10 22:15:00.000000223,11.0,2014-04-10 22:15:00 UTC,-73.982124,40.745986,-73.957645,40.776962,1
8844937,2014-09-04 09:20:00.000000102,13.5,2014-09-04 09:20:00 UTC,-74.01658,40.70693,-73.99828000000001,40.72275,1
26104906,2014-10-19 17:39:13.0000005,7.5,2014-10-19 17:39:13 UTC,-73.971075,40.755702,-73.959678,40.770889000000004,2
28535398,2014-07-23 22:35:49.0000001,13.5,2014-07-23 22:35:49 UTC,-73.99440600000001,40.732224,-73.98082600000001,40.765036,1
29325407,2014-02-22 15:53:12.0000002,4.5,2014-02-22 15:53:12 UTC,-73.99969499999999,40.727133,-74.00030600000001,40.735115,1
21399320,2014-04-18 14:28:58.0000002,31.83,2014-04-18 14:28:58 UTC,-73.864761,40.769690999999995,-73.974222,40.751171,1
49261015,2014-07-22 22:27:52.0000001,9.5,2014-07-22 22:27:52 UTC,-73.971174,40.758026,-73.947349,40.748377000000005,1
47221156,2014-09-02 20:08:31.0000003,7.5,2014-09-02 20:08:31 UTC,-73.965254,40.774834999999996,-73.958873,40.76375,1
14068943,2014-07-11 08:18:00.00000022,8.5,2014-07-11 08:18:00 UTC,-73.977777,40.778647,-73.964835,40.771612,1
20597984,2014-02-09 00:15:00.000000119,8.0,2014-02-09 00:15:00 UTC,-73.97083,40.762662,-73.985283,40.768679999999996,1
45937867,2014-04-05 17:14:47.0000003,57.33,2014-04-05 17:14:47 UTC,-73.782313,40.644625,-74.004058,40.733447,2
10324134,2014-03-15 22:20:00.00000010,25.0,2014-03-15 22:20:00 UTC,-73.967052,40.756692,-73.926875,40.819642,1
16828751,2014-12-20 22:27:42.0000005,10.0,2014-12-20 22:27:42 UTC,-73.978286,40.744768,-73.992396,40.726679,4
11814092,2014-12-21 10:53:16.0000002,6.0,2014-12-21 10:53:16 UTC,-73.953874,40.778966,-73.952112,40.791495,1
30179984,2014-03-20 21:41:28.0000002,20.0,2014-03-20 21:41:28 UTC,-74.007019,40.730269,-73.996877,40.694109999999995,1
18297245,2014-07-10 16:57:00.00000026,39.33,2014-07-10 16:57:00 UTC,-73.863247,40.769637,-73.97672299999999,40.723965,1
51441263,2014-03-10 21:04:20.0000006,13.5,2014-03-10 21:04:20 UTC,-73.99886500000001,40.722962,-73.97791,40.762578000000005,1
33557160,2014-05-07 09:54:46.0000001,12.0,2014-05-07 09:54:46 UTC,-73.992112,40.750243,-73.977398,40.752444,1
8604151,2014-06-10 09:31:13.0000002,5.0,2014-06-10 09:31:13 UTC,-73.876193,40.768335,-73.872658,40.774368,1
26414375,2014-02-21 01:57:01.0000001,7.5,2014-02-21 01:57:01 UTC,-73.987131,40.722570000000005,-74.00622,40.735018,2
35705453,2014-01-14 19:18:00.00000087,10.0,2014-01-14 19:18:00 UTC,-73.980362,40.76502,-73.999245,40.733445,2
5245925,2014-07-03 11:08:04.0000004,13.5,2014-07-03 11:08:04 UTC,-73.99330400000001,40.727814,-73.99349699999999,40.727582,1
31966122,2014-01-27 02:15:00.00000013,6.0,2014-01-27 02:15:00 UTC,-73.97619,40.754802000000005,-73.983355,40.741095,1
2493334,2014-10-14 22:57:00.000000153,41.5,2014-10-14 22:57:00 UTC,-73.77676,40.64539,-73.91405999999999,40.78187,1
10116739,2014-11-25 20:34:00.00000060,12.0,2014-11-25 20:34:00 UTC,-73.992805,40.742625,-73.97674,40.777527,1
32552232,2014-10-11 09:20:33.0000005,8.5,2014-10-11 09:20:33 UTC,-74.00226500000001,40.73445,-73.982435,40.739751,1
19910124,2014-12-04 09:36:00.000000196,9.5,2014-12-04 09:36:00 UTC,-73.95512,40.768702000000005,-73.967737,40.762737,1
10614181,2014-02-02 22:27:00.000000234,52.0,2014-02-02 22:27:00 UTC,-73.781095,40.645015,0.0,0.0,1
40329597,2014-11-20 06:46:53.0000002,7.0,2014-11-20 06:46:53 UTC,-73.959176,40.763467,-73.95549399999999,40.779204,1
8163684,2014-03-14 02:07:59.0000001,4.0,2014-03-14 02:07:59 UTC,-73.963679,40.803139,-73.958907,40.809274,1
27429410,2014-11-27 15:30:54.0000002,3.0,2014-11-27 15:30:54 UTC,-73.99289399999999,40.768344,-73.98751,40.766157,1
51096139,2014-08-11 09:36:17.0000001,7.5,2014-08-11 09:36:17 UTC,-73.968683,40.764786,-73.978796,40.758291,1
21022889,2014-10-22 18:04:50.0000003,19.0,2014-10-22 18:04:50 UTC,-73.965524,40.762640999999995,-73.963775,40.718666999999996,1
49711824,2014-05-07 22:48:00.000000248,9.0,2014-05-07 22:48:00 UTC,-73.968652,40.755732,-73.993427,40.752037,1
12347128,2014-01-28 09:11:31.0000003,9.0,2014-01-28 09:11:31 UTC,-73.98443499999999,40.760933,-73.97969,40.753496000000005,1
37942907,2014-02-09 12:09:00.00000063,28.5,2014-02-09 12:09:00 UTC,-73.976037,40.765392,-73.87054499999999,40.773857,1
19502331,2014-12-05 20:43:01.0000002,5.0,2014-12-05 20:43:01 UTC,-74.003394,40.741695,-74.005553,40.741127,1
12128239,2014-03-18 21:49:00.000000204,6.5,2014-03-18 21:49:00 UTC,-74.00780999999999,40.742732000000004,-73.987555,40.739722,2
54495751,2014-02-04 12:25:00.00000090,8.0,2014-02-04 12:25:00 UTC,-73.95735400000001,40.782973,-73.967989,40.771035,1
19502988,2014-07-18 21:49:14.0000001,9.0,2014-07-18 21:49:14 UTC,-73.991943,40.735503,-74.005554,40.725766,3
26838377,2014-02-17 16:16:06.0000002,8.5,2014-02-17 16:16:06 UTC,-73.98885899999999,40.805339000000004,-73.99365999999999,40.755721,1
38717203,2014-04-19 11:07:00.000000179,7.5,2014-04-19 11:07:00 UTC,-73.974005,40.750735,-73.996238,40.76124,1
31047247,2014-10-23 17:52:00.000000150,12.0,2014-10-23 17:52:00 UTC,-73.974435,40.750595000000004,-73.975252,40.76533,1
21709996,2014-12-04 16:12:31.0000004,33.5,2014-12-04 16:12:31 UTC,-73.776842,40.645075,-73.787943,40.750053,2
12075306,2014-07-24 23:00:52.0000001,15.0,2014-07-24 23:00:52 UTC,-73.97912,40.724352,-73.974949,40.720288000000004,1
10481354,2014-07-02 06:57:22.0000002,8.0,2014-07-02 06:57:22 UTC,-73.976392,40.727267,-73.992814,40.738847,1
15672637,2014-05-24 11:58:11.0000004,9.5,2014-05-24 11:58:11 UTC,-74.01324,40.713074,-74.00018,40.723724,2
2740722,2014-01-10 12:38:23.0000002,7.5,2014-01-10 12:38:23 UTC,-74.01134499999999,40.714473,-74.00771999999999,40.726503,1
24577184,2014-02-10 22:20:45.0000004,21.0,2014-02-10 22:20:45 UTC,-74.00491,40.741692,-73.941784,40.716189,1
22605423,2014-10-15 09:22:00.000000144,8.5,2014-10-15 09:22:00 UTC,-73.97550799999999,40.765390000000004,-73.977183,40.75436,1
34937851,2014-10-29 19:22:30.0000001,9.5,2014-10-29 19:22:30 UTC,-74.006099,40.750108000000004,-74.007857,40.732269,2
17030464,2014-07-14 11:39:00.000000140,13.0,2014-07-14 11:39:00 UTC,-73.96786800000001,40.766365,-73.99059,40.750407,2
34386201,2014-07-17 21:03:02.0000002,14.0,2014-07-17 21:03:02 UTC,-74.004723,40.747966999999996,-73.98213299999999,40.780659,1
46486849,2014-11-21 15:45:09.0000002,7.0,2014-11-21 15:45:09 UTC,-73.971327,40.787352,-73.97089799999999,40.797709000000005,1
36410311,2014-01-02 06:01:02.0000001,5.5,2014-01-02 06:01:02 UTC,-73.944451,40.834834,-73.93391700000001,40.845127000000005,1
23203915,2014-09-02 15:04:00.000000112,5.5,2014-09-02 15:04:00 UTC,-73.97505799999999,40.757982,-73.974182,40.751,1
29054232,2014-11-01 00:43:00.000000224,14.0,2014-11-01 00:43:00 UTC,-73.97103,40.75105,-74.001,40.746520000000004,2
54330845,2014-03-09 16:15:00.00000070,4.5,2014-03-09 16:15:00 UTC,-73.95603299999999,40.777207000000004,-73.959962,40.771287,1
30497287,2014-09-21 00:29:00.00000028,23.5,2014-09-21 00:29:00 UTC,-73.95681,40.74845,-73.92204,40.70742,1
25800972,2014-01-23 08:27:35.0000001,8.0,2014-01-23 08:27:35 UTC,-73.988523,40.693822999999995,-73.957379,40.698915,1
12078050,2014-11-09 00:27:38.0000003,7.5,2014-11-09 00:27:38 UTC,-73.98823399999999,40.732034000000006,-73.972413,40.751315999999996,1
38566821,2014-07-31 14:47:38.0000003,5.0,2014-07-31 14:47:38 UTC,-73.98518100000001,40.7594,-73.987021,40.766742,1
54796932,2014-09-02 00:23:25.0000003,21.0,2014-09-02 00:23:25 UTC,-73.783188,40.648604,-73.782087,40.705102000000004,1
36253419,2014-03-27 16:40:51.0000001,10.0,2014-03-27 16:40:51 UTC,-73.973805,40.783069,-73.984978,40.758936,1
21725106,2014-05-12 18:25:00.00000044,4.5,2014-05-12 18:25:00 UTC,-73.971385,40.781482000000004,-73.96406800000001,40.777115,1
19839140,2014-01-24 01:56:00.00000058,5.0,2014-01-24 01:56:00 UTC,-73.877987,40.736462,-73.887283,40.727197,1
37381301,2014-09-22 20:19:46.0000001,14.0,2014-09-22 20:19:46 UTC,-73.970115,40.748913,-73.972903,40.761325,1
5532941,2014-06-23 13:39:00.00000052,4.0,2014-06-23 13:39:00 UTC,-73.952442,40.772791999999995,-73.946283,40.781075,1
5374025,2014-12-09 08:00:00.000000186,37.5,2014-12-09 08:00:00 UTC,-73.782188,40.644729999999996,-73.77164300000001,40.7159,1
34738743,2014-09-03 14:39:00.00000078,5.5,2014-09-03 14:39:00 UTC,-73.97365500000001,40.761347,-73.978027,40.762687,1
1027839,2014-03-07 20:29:00.000000157,49.83,2014-03-07 20:29:00 UTC,-73.991162,40.755877000000005,-73.99600000000001,40.608832,1
25727542,2014-07-11 11:40:53.0000001,19.5,2014-07-11 11:40:53 UTC,-73.99725600000001,40.688702,-73.95014499999999,40.656487,1
5160285,2014-03-16 14:53:22.0000003,6.5,2014-03-16 14:53:22 UTC,-73.980106,40.739031,-73.968932,40.750370000000004,1
24552948,2014-02-14 19:55:00.000000161,5.5,2014-02-14 19:55:00 UTC,-73.977455,40.764282,-73.96654699999999,40.75742,1
29159596,2014-03-22 06:49:00.00000051,6.0,2014-03-22 06:49:00 UTC,-73.97303199999999,40.759002,-73.961652,40.774082,1
12502075,2014-06-29 21:34:56.0000002,13.5,2014-06-29 21:34:56 UTC,-73.996057,40.716024,-73.981674,40.754325,3
49043473,2014-04-22 13:24:59.0000004,4.0,2014-04-22 13:24:59 UTC,-73.99698000000001,40.737079,-73.990443,40.739514,1
17595139,2014-03-26 07:19:22.0000002,5.0,2014-03-26 07:19:22 UTC,-73.95663499999999,40.775763,-73.966475,40.764596999999995,1
52702581,2014-10-18 03:43:00.00000064,10.5,2014-10-18 03:43:00 UTC,-73.98908,40.71873,-73.97740999999999,40.7405,5
19831921,2014-11-21 12:25:00.000000174,8.5,2014-11-21 12:25:00 UTC,-73.972635,40.786017,-73.9562,40.779857,5
